,name,rating,reviews,company_type,headquaters,company_age,employees
924,MAHLE ANAND Filt...,4.1,(565 Reviews),Private,"Stuttgart,Germany + 21 more",18 years old,501-1k Employees (India)
925,Royal Immigratio...,5.0,(565 Reviews),Dubai + 5 more,,,
926,Marks & Spencer,4.4,(565 Reviews),Private,London + 48 more,139 years old,1k-5k Employees (India)
927,Future Focus Inf...,3.5,(565 Reviews),Private,Chennai + 45 more,26 years old,1k-5k Employees (India)
928,Greaves Cotton,4.1,(565 Reviews),Public,"Mumbai,Maharashtra + 30 more",164 years old,1k-5k Employees (India)
929,Royal Immigratio...,5.0,(565 Reviews),Dubai + 5 more,,,
930,MakeMyTrip,4.0,(766 Reviews),Public,"Gurgaon,Haryana + 36 more",23 years old,1k-5k Employees (India)
931,Galfar,4.2,(564 Reviews),Private,Muscat + 28 more,51 years old,1k-5k Employees (India)
932,ThyssenKrupp Ind...,4.1,(563 Reviews),Private,"Pune,Maharashtra + 35 more",76 years old,1k-5k Employees (India)
933,Bank of India,3.9,(563 Reviews),Private,"Mumbai,Maharashtra + 133 more",117 years old,50k-1 Lakh Employees (India)
934,Medlife,3.6,(574 Reviews),Private,"Bangalore,Karnataka + 28 more",9 years old,1k-5k Employees (India)
935,Kinara Capital,4.6,(562 Reviews),Private,"Bangalore,Karnataka + 92 more",12 years old,1k-5k Employees (India)
936,TNQ Technologies,3.7,(562 Reviews),Private,Chennai + 5 more,25 years old,1k-5k Employees (India)
937,Teva Pharmaceuti...,4.1,(808 Reviews),Private,"Dublin,Dublin + 29 more",44 years old,1k-5k Employees (India)
938,Colliers Interna...,4.1,(561 Reviews),Private,Ontario + 28 more,28 years old,1k-5k Employees (India)
939,Urban Company,3.7,(560 Reviews),Private,"Gurgaon,Haryana + 39 more",8 years old,1k-5k Employees (India)
940,Aviva Life Insur...,4.1,(559 Reviews),JV,London + 86 more,327 years old,1k-5k Employees (India)
941,Samsung Engineer...,4.3,(558 Reviews),Private,"Suwon-Si,Gyeonggi-Do + 40 more",17 years old,1k-5k Employees (India)
942,Tata steel BSL,4.0,(558 Reviews),Public,"Mumbai,Maharashtra + 26 more",36 years old,10k-50k Employees (India)
943,Imperial Auto In...,3.8,(557 Reviews),Public,"Faridabad,Haryana + 23 more",54 years old,1k-5k Employees (India)
944,Xebia,4.2,(557 Reviews),Private,"Hilversum,Hilversum + 8 more",22 years old,1k-5k Employees (India)
945,GlaxoSmithKline ...,4.6,(575 Reviews),Public,London + 86 more,23 years old,1k-5k Employees (India)
946,Airtel Payments ...,4.2,(556 Reviews),Public,"Delhi/NCR,New Delhi + 148 more",7 years old,501-1k Employees (India)
947,Visionary RCM In...,3.5,(555 Reviews),Private,"Chennai,Tamil Nadu + 10 more",17 years old,1k-5k Employees (India)
948,Genius Consultan...,3.8,(554 Reviews),Private,"Kolkata,West Bengal + 63 more",30 years old,201-500 Employees (India)
949,GE Power,4.3,(770 Reviews),Public,"Schenectady,Düsseldorf + 44 more",31 years old,1k-5k Employees (India)
950,UBS,3.8,(553 Reviews),Private,Zurich + 23 more,8 years old,5k-10k Employees (India)
951,Godrej Propertie...,3.7,(552 Reviews),Public,"Mumbai,Maharashtra + 23 more",33 years old,1k-5k Employees (India)
952,Diageo,4.2,(1k Reviews),Public,London + 65 more,26 years old,1k-5k Employees (India)
953,Ahluwalia Contra...,3.9,(550 Reviews),Public,"Delhi/NCR,New Delhi + 33 more",58 years old,1k-5k Employees (India)
954,Air India Sats A...,4.0,(550 Reviews),Private,"Mumbai,Maharashtra + 22 more",13 years old,1k-5k Employees (India)
955,Precision Techse...,4.0,(549 Reviews),Private,Chennai + 75 more,24 years old,1k-5k Employees (India)
956,Vedanta Resource...,3.9,(2.5k Reviews),Public,London + 55 more,47 years old,1k-5k Employees (India)
957,Napino Auto & El...,4.1,(548 Reviews),Public,"Gurgaon/Gurugram,Haryana + 6 more",26 years old,1k-5k Employees (India)
958,Medha Servo Driv...,4.2,(546 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 37 more",39 years old,501-1k Employees (India)
959,Ola Electric Mob...,3.1,(546 Reviews),Private,"Bangalore,Karnataka + 59 more",6 years old,1k-5k Employees (India)
960,Alok Industries,3.9,(545 Reviews),Public,"Mumbai,Maharashtra + 21 more",37 years old,1k-5k Employees (India)
961,CarDekho,3.6,(545 Reviews),Private,"Jaipur,Rajasthan + 49 more",15 years old,1k-5k Employees (India)
962,Exela Technologi...,3.6,(544 Reviews),Private,"Irving,Texas + 13 more",12 years old,1k-5k Employees (India)
963,Parekh Integrate...,4.1,(544 Reviews),Private,"Mumbai,Maharashtra + 63 more",42 years old,1k-5k Employees (India)
964,HFCL,4.1,(648 Reviews),Public,"Delhi/NCR,New Delhi + 74 more",36 years old,1k-5k Employees (India)
965,Jacobs Engineeri...,4.1,(550 Reviews),Private,"Dallas,TX + 25 more",76 years old,201-500 Employees (India)
966,Chetu,3.5,(543 Reviews),Private,"Plantation,Florida + 3 more",23 years old,1k-5k Employees (India)
967,Bechtel,4.1,(543 Reviews),Private,"Reston,Virginia + 20 more",125 years old,1k-5k Employees (India)
968,Shriram General ...,3.7,(542 Reviews),Private,"Jaipur,Rajasthan + 133 more",15 years old,10k-50k Employees (India)
969,Vedanta Aluminiu...,4.0,(542 Reviews),Private,"Jharsuguda,Odisha + 23 more",20 years old,1k-5k Employees (India)
970,Softenger,4.2,(541 Reviews),Private,"Pune,Maharashtra + 22 more",24 years old,501-1k Employees (India)
971,HT Media,3.7,(736 Reviews),Public,"Delhi/NCR,Delhi + 35 more",99 years old,1k-5k Employees (India)
972,Fareportal,3.3,(539 Reviews),Private,"New York,New York + 7 more",21 years old,1k-5k Employees (India)
973,GEP Worldwide,3.8,(539 Reviews),Private,"Clark,New Jersey + 5 more",24 years old,1k-5k Employees (India)
974,NeoSOFT,3.3,(537 Reviews),Private,"Mumbai,Maharashtra + 12 more",27 years old,1k-5k Employees (India)
975,Fusion BPO Servi...,3.3,(537 Reviews),Private,"Draper,Utah + 14 more",19 years old,1k-5k Employees (India)
976,United Breweries,3.9,(631 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 71 more",166 years old,1k-5k Employees (India)
977,Hitachi Systems ...,4.0,(536 Reviews),Private,"Chiyoda City,Tokyo + 66 more",32 years old,1k-5k Employees (India)
978,Carnival Cruise ...,4.6,(536 Reviews),Public,"Miami,Florida + 18 more",51 years old,1k-5k Employees (India)
979,Bajaj Housing Fi...,3.9,(535 Reviews),Private,"Pune,Maharashtra + 96 more",15 years old,1k-5k Employees (India)
980,DAV Public Schoo...,4.1,(535 Reviews),Private,"Delhi/NCR,New Delhi + 118 more",137 years old,1 Lakh+ Employees (India)
981,Troikaa Pharmace...,3.9,(533 Reviews),Private,"Ahmedabad,Gujarat + 57 more",40 years old,1k-5k Employees (India)
982,Air India,3.8,(930 Reviews),Private,"Delhi/NCR,New Delhi + 41 more",93 years old,10k-50k Employees (India)
983,GVPR Engineers,4.2,(532 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 45 more",26 years old,501-1k Employees (India)
984,Birla Corporatio...,4.3,(900 Reviews),Public,"Kolkata,India + 91 more",104 years old,1k-5k Employees (India)
985,Everest Industri...,4.2,(531 Reviews),Public,"Noida,Uttar Pradesh + 58 more",89 years old,1k-5k Employees (India)
986,Godfrey Phillips...,4.2,(531 Reviews),Public,"Delhi/NCR,New Delhi + 70 more",90 years old,1k-5k Employees (India)
987,CALIBEHR,3.9,(531 Reviews),Private,"Mumbai,Maharashtra + 84 more",44 years old,1k-5k Employees (India)
988,KIMS Hospital,4.2,(530 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 31 more",11 years old,501-1k Employees (India)
989,Medplus(optival ...,3.7,(530 Reviews),Private,Hyderabad + 50 more,17 years old,501-1k Employees (India)
990,Atlas Copco,4.3,(530 Reviews),Public,"Nacka Municipality,Stockholm + 43 more",150 years old,1k-5k Employees (India)
991,iMerit,4.0,(530 Reviews),Private,"Kolkata,West Bengal + 8 more",11 years old,1k-5k Employees (India)
992,K12 Techno Servi...,3.2,(530 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 22 more",13 years old,1k-5k Employees (India)
993,Karur Vysya Bank,3.7,(529 Reviews),Public,"Karur,Tamil Nadu + 97 more",107 years old,5k-10k Employees (India)
994,Allianz Technolo...,4.5,(529 Reviews),"Munich,Bavaria + 9 more",133 years old,1k-5k Employees (India),
995,Metropolis Healt...,4.1,(529 Reviews),Private,"Mumbai,Maharashtra + 68 more",43 years old,1k-5k Employees (India)
996,Morningstar,4.3,(529 Reviews),Private,"Chicago,Illinois + 11 more",39 years old,1k-5k Employees (India)
997,Natco Pharma,4.0,(528 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 31 more",42 years old,1k-5k Employees (India)
998,Indiabulls Ventu...,3.6,(528 Reviews),Public,"Mumbai,Maharashtra + 72 more",28 years old,1k-5k Employees (India)
999,Aristo Pharmaceu...,4.2,(527 Reviews),Private,"Mumbai,Maharashtra + 61 more",52 years old,1k-5k Employees (India)
1000,B. G. Shirke Con...,4.1,(527 Reviews),Private,"Pune,Maharashtra + 21 more",79 years old,1k-5k Employees (India)
1001,Dassault Systeme...,4.1,(617 Reviews),Private,"Velizy-villacoublay,Yvelines + 7 more",42 years old,1k-5k Employees (India)
1002,Marpu Foundation...,4.9,(526 Reviews),Hyderabad/Secunderabad + 13 more,7 years old,11-50 Employees (India),
1003,Uber,4.2,(594 Reviews),Public,"San Francisco,California + 39 more",14 years old,1k-5k Employees (India)
1004,Pernod Ricard,3.8,(531 Reviews),Private,Paris + 81 more,48 years old,1k-5k Employees (India)
1005,DuPont,4.2,(525 Reviews),Private,"Wilmington,Delaware Valley + 46 more",221 years old,1k-5k Employees (India)
1006,JioMart,4.0,(525 Reviews),Kolkata + 165 more,51-200 Employees (India),,
1007,TEKsystems,3.8,(525 Reviews),Private,"Hanover,Maryland + 7 more",40 years old,1k-5k Employees (India)
1008,Bridge & Roof Co,3.6,(524 Reviews),Central Public Sector Enterprises (CPSE),"Kolkata,West Bengal + 53 more",103 years old,1k-5k Employees (India)
1009,Varroc Polymers,3.9,(524 Reviews),Private,"Aurangabad,Maharashtra + 28 more",28 years old,201-500 Employees (India)
1010,Suzuki Motorcycl...,4.2,(6.9k Reviews),Private,Hamamatsu + 87 more,114 years old,1k-5k Employees (India)
1011,Fusion Microfina...,4.1,(523 Reviews),Private,"Delhi,NCT + 145 more",13 years old,5k-10k Employees (India)
1012,V5 Global Servic...,3.9,(523 Reviews),Private,"Delhi/NCR,Delhi + 105 more",18 years old,10k-50k Employees (India)
1013,SFO Technologies,3.6,(521 Reviews),Private,"Kochi/Cochin,Kerala + 12 more",33 years old,1k-5k Employees (India)
1014,Navayuga Enginee...,4.0,(521 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 51 more",124 years old,501-1k Employees (India)
1015,Ivrcl Infrastruc...,4.3,(521 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 49 more",36 years old,1k-5k Employees (India)
1016,Hindustan Sanita...,4.0,(521 Reviews),Public,"Gurgaon/Gurugram,Haryana + 52 more",63 years old,1k-5k Employees (India)
1017,JTEKT,4.1,(1k Reviews),Public,Osaka + 17 more,17 years old,501-1k Employees (India)
1018,Hikal,4.0,(520 Reviews),Private,"Mumbai,Maharashtra + 12 more",35 years old,1k-5k Employees (India)
1019,Bharti Infratel,4.5,(519 Reviews),Public,"Gurgaon/Gurugram,Haryana + 63 more",17 years old,1k-5k Employees (India)
1020,Happiest Minds T...,4.1,(518 Reviews),Public,"Bangalore,Karnataka + 10 more",12 years old,1k-5k Employees (India)
1021,National Health ...,3.8,(517 Reviews),Private,"Guwahati,Assam + 173 more",18 years old,10k-50k Employees (India)
1022,Samasta Microfin...,4.1,(517 Reviews),Public,"Bangalore,Karnataka + 168 more",15 years old,5k-10k Employees (India)
1023,Trimax IT Infras...,3.5,(549 Reviews),Private,"Mumbai,Maharashtra + 65 more",28 years old,1k-5k Employees (India)
1024,Star Cement,3.9,(516 Reviews),Public,"Kolkata,West Bengal + 39 more",22 years old,1k-5k Employees (India)
1025,IHS Markit,4.1,(515 Reviews),Private,London + 9 more,163 years old,1k-5k Employees (India)
1026,PharmEasy,3.5,(1.8k Reviews),Private,"Mumbai,Maharashtra + 43 more",8 years old,1k-5k Employees (India)
1027,Samsung Electron...,4.2,(513 Reviews),Noida + 81 more,1 Lakh+ Employees (Global),,
1028,Magna Infotech,3.4,(512 Reviews),Private,Bangalore + 37 more,26 years old,1k-5k Employees (India)
1029,The Lalit,3.9,(511 Reviews),Private,New Delhi + 27 more,42 years old,1k-5k Employees (India)
1030,Greenko Group,3.9,(509 Reviews),Private,Hyderabad + 42 more,19 years old,1k-5k Employees (India)
1031,Sanden Vikas,3.8,(509 Reviews),Private,"Faridabad,Haryana + 18 more",41 years old,1k-5k Employees (India)
1032,Amazon Services,4.3,(509 Reviews),Hyderabad/Secunderabad + 37 more,,,
1033,ZF Steering Gear,3.7,(509 Reviews),Public,"Pune,Maharashtra + 13 more",108 years old,501-1k Employees (India)
1034,Crowne Plaza,4.2,(1.4k Reviews),Public,"Atlanta,Georgia + 27 more",40 years old,501-1k Employees (India)
1035,GirnarSoft,3.7,(1.2k Reviews),Private,"Jaipur,Rajasthan + 38 more",16 years old,1k-5k Employees (India)
1036,Spinny,4.1,(508 Reviews),Private,"Gurgaon,Haryana + 31 more",8 years old,1k-5k Employees (India)
1037,Medusind Solutio...,4.0,(508 Reviews),Private,"Mumbai,Maharashtra + 6 more",21 years old,1k-5k Employees (India)
1038,Otis Elevator,4.1,(507 Reviews),Private,"Farmington,Connecticut + 48 more",170 years old,1k-5k Employees (India)
1039,Godrej Agrovet,4.1,(506 Reviews),Mumbai + 84 more,1k-5k Employees (India),,
1040,Aarvi Encon,4.0,(506 Reviews),Public,"Mumbai,Maharashtra + 63 more",36 years old,1k-5k Employees (India)
1041,Gharda Chemicals,4.2,(505 Reviews),Private,"Mumbai,Maharashtra + 38 more",56 years old,1k-5k Employees (India)
1042,Knorr-Bremse,4.1,(505 Reviews),Private,Munich + 14 more,10 years old,501-1k Employees (India)
1043,Ageas Federal Li...,3.7,(505 Reviews),Private,"Mumbai,Maharashtra + 103 more",15 years old,501-1k Employees (India)
1044,HPCL-Mittal Ener...,4.5,(505 Reviews),JV,"Noida,Uttar Pradesh + 18 more",16 years old,1k-5k Employees (India)
1045,Musashi Auto Par...,3.9,(503 Reviews),Private,"Gurgaon/Gurugram,Haryana + 11 more",85 years old,1k-5k Employees (India)
1046,Flash Electronic...,3.5,(503 Reviews),Private,"Pune,Maharashtra + 14 more",34 years old,1k-5k Employees (India)
1047,Ugam Solution,3.6,(502 Reviews),Private,"Mumbai,Maharashtra + 10 more",23 years old,1k-5k Employees (India)
1048,Qualcomm,4.1,(504 Reviews),Private,"San Diego,California + 12 more",27 years old,10k-50k Employees (India)
1049,OCS Group,3.9,(501 Reviews),Private,"Mumbai,Maharashtra + 40 more",27 years old,10k-50k Employees (India)
1050,Timken,4.0,(501 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 30 more",25 years old,1k-5k Employees (India)
1051,Indira IVF Hospi...,4.2,(501 Reviews),Private,"Udaipur,Rajasthan + 70 more",8 years old,1k-5k Employees (India)
1052,Kurlon,4.3,(500 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 77 more",61 years old,1k-5k Employees (India)
1053,Steag Energy Ser...,4.2,(500 Reviews),Private,"Essen,Essen + 29 more",23 years old,1k-5k Employees (India)
1054,Panasonic Life S...,4.2,(498 Reviews),Mumbai + 61 more,60 years old,1k-5k Employees (India),
1055,VeeTechnologies,3.8,(497 Reviews),Private,New York + 16 more,23 years old,1k-5k Employees (India)
1056,Defence Research...,4.4,(558 Reviews),Private,"Delhi/NCR,New Delhi + 33 more",65 years old,10k-50k Employees (India)
1057,Mu Sigma,3.4,(496 Reviews),Private,"Northbrook,Illinois + 4 more",19 years old,1k-5k Employees (India)
1058,Amara Raja Group,4.1,(1.6k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 62 more",38 years old,10k-50k Employees (India)
1059,Investors Clinic,4.0,(495 Reviews),"Noida,Uttar Pradesh + 21 more",14 years old,1k-5k Employees (India),
1060,DLF,4.1,(495 Reviews),Public,"Gurgaon/Gurugram,Haryana + 22 more",77 years old,1k-5k Employees (India)
1061,Federal Bank,4.2,(831 Reviews),Public,"Aluva,Kerala + 97 more",92 years old,10k-50k Employees (India)
1062,Willis Towers Wa...,4.1,(695 Reviews),Private,London + 13 more,7 years old,1k-5k Employees (India)
1063,Allscripts,4.3,(495 Reviews),Private,"Chicago,Illinois + 4 more",41 years old,1k-5k Employees (India)
1064,Apollo Munich He...,3.9,(493 Reviews),Public,Gurgaon + 108 more,16 years old,1k-5k Employees (India)
1065,Eveready Industr...,4.1,(493 Reviews),Public,"Kolkata,West Bengal + 51 more",89 years old,1k-5k Employees (India)
1066,Genpact Headstro...,3.9,(493 Reviews),Private,"New Delhi,New Delhi + 14 more",25 years old,1k-5k Employees (India)
1067,Xyz Company,3.8,(492 Reviews),Mumbai + 69 more,50k-1 Lakh Employees (India),,
1068,General Mills,4.4,(505 Reviews),Private,"Minneapolis,Minnesota + 35 more",95 years old,1k-5k Employees (India)
1069,Michelin,4.0,(491 Reviews),Private,Clermont-Ferrand + 36 more,14 years old,1k-5k Employees (India)
1070,Capital Numbers ...,4.7,(491 Reviews),Private,"Kolkata,West Bengal + 4 more",11 years old,501-1k Employees (India)
1071,CSB Bank,3.3,(490 Reviews),Private,"Thrissur/Trichur,Kerala + 105 more",103 years old,1k-5k Employees (India)
1072,ICICI Prudential...,4.0,(490 Reviews),JV,New Delhi + 118 more,30 years old,1k-5k Employees (India)
1073,Reliance AJIO,3.9,(488 Reviews),Bengaluru + 140 more,7 years old,1k-5k Employees (India),
1074,Intel,4.3,(492 Reviews),Public,"Santa Clara,California + 18 more",55 years old,10k-50k Employees (India)
1075,Nykaa,3.6,(488 Reviews),Public,"Mumbai,Maharashtra + 49 more",11 years old,1k-5k Employees (India)
1076,Orchids Internat...,3.0,(486 Reviews),Private,"Nasik/Nashik,Maharashtra + 21 more",19 years old,1k-5k Employees (India)
1077,Lakshmi Machine ...,3.9,(486 Reviews),Public,"Coimbatore,Tamil Nadu + 17 more",61 years old,1k-5k Employees (India)
1078,AVEVA,4.3,(486 Reviews),Private,"Cambridge,Cambridgeshire + 8 more",56 years old,1k-5k Employees (India)
1079,Electrosteel Ste...,4.2,(485 Reviews),Public,Jharkhand + 13 more,17 years old,501-1k Employees (India)
1080,Athena BPO,3.3,(485 Reviews),Private,"Mumbai,Maharashtra + 20 more",4 years old,201-500 Employees (India)
1081,Lumen Technologi...,3.9,(485 Reviews),"Monroe,Louisiana + 10 more",93 years old,1k-5k Employees (India),
1082,L&T Power,3.9,(484 Reviews),Public,"Mumbai,Maharashtra + 75 more",17 years old,1k-5k Employees (India)
1083,J B Chemicals An...,4.0,(484 Reviews),Public,"Mumbai,Maharashtra + 52 more",47 years old,1k-5k Employees (India)
1084,Rashmi Metaliks,3.7,(484 Reviews),Private,"Kolkata,West Bengal + 18 more",19 years old,10k-50k Employees (India)
1085,Hitachi Astemo,4.1,(483 Reviews),Neemrana + 20 more,1k-5k Employees (India),,
1086,Page Industries,4.4,(482 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 52 more",29 years old,10k-50k Employees (India)
1087,Amazon Logistics,4.4,(482 Reviews),Hyderabad/Secunderabad + 84 more,1 Lakh+ Employees (India),,
1088,Evision Technose...,4.7,(481 Reviews),Private,"Delhi/NCR,Delhi + 58 more",11 years old,11-50 Employees (India)
1089,Aparna Construct...,4.1,(481 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 13 more",27 years old,1k-5k Employees (India)
1090,Sri Chaitanya Sc...,4.1,(480 Reviews),Public,Hyderabad + 72 more,37 years old,11-50 Employees (India)
1091,Schlumberger,4.3,(578 Reviews),Private,"Houston,Texas + 31 more",97 years old,5k-10k Employees (India)
1092,Aspire Systems,4.0,(478 Reviews),Private,Oak Brook + 11 more,27 years old,1k-5k Employees (India)
1093,Royal Sundaram G...,4.1,(478 Reviews),JV,"Chennai,Tamil Nadu + 77 more",22 years old,1k-5k Employees (India)
1094,Country Holidays...,4.5,(478 Reviews),Private,"Noida,Uttar Pradesh + 17 more",7 years old,501-1k Employees (India)
1095,Quest Retail,4.4,(477 Reviews),Private,"Gurgaon/Gurugram,Haryana + 58 more",18 years old,501-1k Employees (India)
1096,Kohler,3.8,(508 Reviews),Private,"Kohler,Wisconsin + 27 more",150 years old,1k-5k Employees (India)
1097,Velocis Systems,4.0,(476 Reviews),Private,"Noida,Uttar Pradesh + 37 more",28 years old,1k-5k Employees (India)
1098,Artech Infosyste...,3.5,(476 Reviews),Private,"Morristown,New Jersey + 16 more",31 years old,1k-5k Employees (India)
1099,PayPal,4.1,(476 Reviews),Private,"San Jose,California + 6 more",25 years old,1k-5k Employees (India)
1100,Reliance Power,4.3,(476 Reviews),Public,"Navi Mumbai,Maharashtra + 27 more",28 years old,1k-5k Employees (India)
1101,Volvo,4.1,(3.6k Reviews),Private,"Gothenburg,Gothenburg + 34 more",25 years old,1k-5k Employees (India)
1102,Tanishq,4.3,(475 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 117 more",29 years old,1 Lakh+ Employees (India)
1103,HCL Comnet,3.8,(475 Reviews),Noida + 36 more,,,
1104,Arohan Financial...,4.0,(475 Reviews),Private,"Kolkata,West Bengal + 114 more",17 years old,5k-10k Employees (India)
1105,Rodic Consultant...,4.3,(474 Reviews),Private,"Delhi/NCR,Delhi + 80 more",23 years old,501-1k Employees (India)
1106,ICCS,3.2,(474 Reviews),Private,"Delhi/NCR,Delhi + 17 more",18 years old,501-1k Employees (India)
1107,Quatrro,3.5,(474 Reviews),Private,Gurgaon + 4 more,18 years old,1k-5k Employees (India)
1108,Prodapt Solution...,3.9,(474 Reviews),Private,"Chennai,Tamil Nadu + 7 more",2023 years old,1k-5k Employees (India)
1109,Tata Starbucks,4.4,(474 Reviews),JV,Seattle + 27 more,52 years old,1k-5k Employees (India)
1110,Leadec,3.9,(474 Reviews),Private,Stuttgart + 39 more,61 years old,501-1k Employees (India)
1111,Renew Solar Powe...,4.3,(474 Reviews),Private,Gurgaon + 43 more,12 years old,1k-5k Employees (India)
1112,Transsion,4.3,(473 Reviews),Public,Shenzhen + 52 more,17 years old,501-1k Employees (India)
1113,Brillio,3.7,(473 Reviews),Private,"Edison,New Jersey + 7 more",9 years old,1k-5k Employees (India)
1114,Zydus Lifescienc...,4.2,(4.8k Reviews),Public,"Ahmedabad,Gujarat + 50 more",71 years old,10k-50k Employees (India)
1115,IMPACT Infotech,3.7,(472 Reviews),Private,"Pune,Maharashtra + 46 more",29 years old,501-1k Employees (India)
1116,Caparo Engineeri...,3.7,(472 Reviews),"Gurgaon/Gurugram,Haryana + 32 more",55 years old,51-200 Employees (India),
1117,Ingram Micro,4.0,(518 Reviews),Private,"Irvine,California + 39 more",44 years old,1k-5k Employees (India)
1118,Rupeek,3.8,(471 Reviews),Private,"Bangalore,Karnataka + 46 more",8 years old,1k-5k Employees (India)
1119,Chennai Radha En...,3.9,(471 Reviews),Private,"Chennai,Tamil Nadu + 33 more",18 years old,5k-10k Employees (India)
1120,Jain Irrigation ...,3.9,(470 Reviews),Public,"Jalgaon,Maharashtra + 70 more",60 years old,1k-5k Employees (India)
1121,Royal Caribbean ...,4.7,(630 Reviews),Public,"Miami,Florida + 13 more",54 years old,501-1k Employees (India)
1122,Grant Thornton,3.9,(469 Reviews),Private,"Chicago,Illinois + 33 more",99 years old,5k-10k Employees (India)
1123,Kutumbh Care,4.0,(469 Reviews),Private,"Noida,Uttar Pradesh + 123 more",16 years old,5k-10k Employees (India)
1124,bnp paribas indi...,4.0,(468 Reviews),Paris + 7 more,175 years old,10k-50k Employees (India),
1125,Wheels,4.1,(468 Reviews),Public,"Chennai,Tamil Nadu + 23 more",61 years old,1k-5k Employees (India)
1126,Finolex Cables,3.8,(470 Reviews),Public,Pune + 55 more,67 years old,5k-10k Employees (India)
1127,United Spirits,4.1,(467 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 88 more",26 years old,1k-5k Employees (India)
1128,Redington,4.2,(467 Reviews),Public,"Dubai,Dubai + 44 more",24 years old,1k-5k Employees (India)
1129,Temenos,3.3,(467 Reviews),Private,"Geneva,Switzerland + 6 more",30 years old,1k-5k Employees (India)
1130,Vakrangee,3.7,(466 Reviews),Public,"Mumbai,Maharashtra + 76 more",33 years old,1k-5k Employees (India)
1131,Denave,4.0,(466 Reviews),Private,"Noida,Uttar Pradesh + 50 more",24 years old,501-1k Employees (India)
1132,Kalpataru Group,3.7,(465 Reviews),Private,"Mumbai,Maharashtra + 44 more",54 years old,1k-5k Employees (India)
1133,Incedo,3.9,(465 Reviews),Private,"Iselin,New Jersey + 8 more",12 years old,1k-5k Employees (India)
1134,Hitachi Payment ...,3.9,(464 Reviews),Private,"Mumbai,Maharashtra + 28 more",15 years old,1k-5k Employees (India)
1135,Cult.fit,3.8,(463 Reviews),Private,"Bangalore,Karnataka + 28 more",7 years old,1k-5k Employees (India)
1136,Allianz,4.3,(1.2k Reviews),Private,Munich + 13 more,133 years old,10k-50k Employees (India)
1137,OLX,4.1,(462 Reviews),Private,"Gurgaon,Haryana + 38 more",17 years old,1k-5k Employees (India)
1138,Westside,4.2,(462 Reviews),Private,Mumbai + 75 more,25 years old,5k-10k Employees (India)
1139,Sintex Industrie...,4.2,(462 Reviews),Public,"Kalol,Gujarat + 51 more",92 years old,5k-10k Employees (India)
1140,Sadbhav Engineer...,4.2,(485 Reviews),Public,"Ahmedabad,Gujarat + 60 more",35 years old,1k-5k Employees (India)
1141,Gayatri Projects,3.8,(461 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 64 more",60 years old,1k-5k Employees (India)
1142,Asirvad Microfin...,4.0,(461 Reviews),Private,"Chennai,Tamil Nadu + 138 more",16 years old,5k-10k Employees (India)
1143,Kotak Mahindra P...,4.0,(461 Reviews),Public,"Mumbai,Maharashtra + 82 more",27 years old,10k-50k Employees (India)
1144,Advik Hi Tech,3.7,(461 Reviews),Private,"Pune,Maharashtra + 16 more",23 years old,1k-5k Employees (India)
1145,Primus Global Te...,4.4,(461 Reviews),Private,"Irving,Texas + 22 more",21 years old,11-50 Employees (India)
1146,Jaya Hind Indust...,3.7,(521 Reviews),Public,"Pune,Maharashtra + 14 more",76 years old,1k-5k Employees (India)
1147,Anchor Electrica...,4.1,(460 Reviews),Private,"Mumbai,Maharashtra + 68 more",60 years old,5k-10k Employees (India)
1148,Bluestream Softw...,4.7,(460 Reviews),Private,"New Delhi,Delhi + 7 more",1k-5k Employees (India),
1149,EMERSON PROCESS ...,4.0,(727 Reviews),Public,"St. Louis,Missouri + 24 more",133 years old,1k-5k Employees (India)
1150,IDFC FIRST Bhara...,4.2,(458 Reviews),Tiruchirappalli + 166 more,7 years old,5k-10k Employees (India),
1151,OMICS Internatio...,2.8,(470 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 4 more",16 years old,51-200 Employees (India)
1152,Samsung Research,3.5,(457 Reviews),Private,Seocho-gu + 7 more,54 years old,1k-5k Employees (India)
1153,IFFCO,4.0,(1.6k Reviews),Private,"Delhi/NCR,Delhi + 63 more",56 years old,1k-5k Employees (India)
1154,First Advantage,3.9,(456 Reviews),Private,"Atlanta,Georgia + 12 more",20 years old,1k-5k Employees (India)
1155,Test Yantra Soft...,3.7,(456 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 12 more",16 years old,1k-5k Employees (India)
